timestamp,timestamp_sample,time_utc_usec,device_id,position[0],position[1],position[2],position_accuracy[0],position_accuracy[1],position_accuracy[2],heading,heading_accuracy,position_length,accuracy_length,reference_station_id,gnss_fix_ok,differential_solution,relative_position_valid,carrier_solution_floating,carrier_solution_fixed,moving_base_mode,reference_position_miss,reference_observations_miss,heading_valid,relative_position_normalized
179041697,178833000,0,8748291,0.0,0.0,0.10205078,0.0,0.0,0.0,2.9355774,0.0,0.30908203,0.0,0,0,0,0,0,0,0,0,0,0,0
180041074,179833000,0,8748291,0.0,0.0,0.04434204,0.0,0.0,0.0,2.7158248,0.0,0.3076172,0.0,0,0,0,0,0,0,0,0,0,0,0
181041351,180833000,0,8748291,0.0,0.0,-0.012054443,0.0,0.0,0.0,2.887509,0.0,0.30664062,0.0,0,0,0,0,0,0,0,0,0,0,0
182046047,181838000,0,8748291,0.0,0.0,0.12915039,0.0,0.0,0.0,2.707688,0.0,0.27978516,0.0,0,0,0,0,0,0,0,0,0,0,0
183049524,182841000,0,8748291,0.0,0.0,0.19750977,0.0,0.0,0.0,2.678033,0.0,0.3173828,0.0,0,0,0,0,0,0,0,0,0,0,0
184048026,183840000,0,8748291,0.0,0.0,0.124938965,0.0,0.0,0.0,2.7499983,0.0,0.3059082,0.0,0,0,0,0,0,0,0,0,0,0,0
185047219,184839000,0,8748291,0.0,0.0,0.15759277,0.0,0.0,0.0,2.7419698,0.0,0.31518555,0.0,0,0,0,0,0,0,0,0,0,0,0
186045583,185837000,0,8748291,0.0,0.0,0.10449219,0.0,0.0,0.0,2.6284974,0.0,0.30395508,0.0,0,0,0,0,0,0,0,0,0,0,0
187048257,186840000,0,8748291,0.0,0.0,0.14807129,0.0,0.0,0.0,2.918824,0.0,0.31225586,0.0,0,0,0,0,0,0,0,0,0,0,0
188044454,187836000,0,8748291,0.0,0.0,0.17663574,0.0,0.0,0.0,3.3459027,0.0,0.3071289,0.0,0,0,0,0,0,0,0,0,0,0,0
189045860,188838000,0,8748291,0.0,0.0,0.17175293,0.0,0.0,0.0,3.9407527,0.0,0.30908203,0.0,0,0,0,0,0,0,0,0,0,0,0
190045220,189837000,0,8748291,0.0,0.0,0.11236572,0.0,0.0,0.0,4.240075,0.0,0.30810547,0.0,0,0,0,0,0,0,0,0,0,0,0
191045817,190838000,0,8748291,0.0,0.0,0.10308838,0.0,0.0,0.0,4.753231,0.0,0.30273438,0.0,0,0,0,0,0,0,0,0,0,0,0
192044109,191836000,0,8748291,0.0,0.0,0.07385254,0.0,0.0,0.0,5.2372656,0.0,0.31396484,0.0,0,0,0,0,0,0,0,0,0,0,0
193044184,192836000,0,8748291,0.0,0.0,0.14807129,0.0,0.0,0.0,5.498398,0.0,0.30639648,0.0,0,0,0,0,0,0,0,0,0,0,0
194044744,193837000,0,8748291,0.0,0.0,0.17321777,0.0,0.0,0.0,5.9282537,0.0,0.31323242,0.0,0,0,0,0,0,0,0,0,0,0,0
195046010,194838000,0,8748291,0.0,0.0,0.1262207,0.0,0.0,0.0,0.1926128,0.0,0.30688477,0.0,0,0,0,0,0,0,0,0,0,0,0
196045452,195838000,0,8748291,0.0,0.0,0.0791626,0.0,0.0,0.0,0.5340254,0.0,0.30688477,0.0,0,0,0,0,0,0,0,0,0,0,0
197042814,196835000,0,8748291,0.0,0.0,0.10614014,0.0,0.0,0.0,1.0457734,0.0,0.3046875,0.0,0,0,0,0,0,0,0,0,0,0,0
198042897,197835000,0,8748291,0.0,0.0,0.12164307,0.0,0.0,0.0,2.02136,0.0,0.3059082,0.0,0,0,0,0,0,0,0,0,0,0,0
199043116,198836000,0,8748291,0.0,0.0,0.034942627,0.0,0.0,0.0,3.3013408,0.0,0.30932617,0.0,0,0,0,0,0,0,0,0,0,0,0
200045931,199838000,0,8748291,0.0,0.0,0.07208252,0.0,0.0,0.0,4.188057,0.0,0.3083496,0.0,0,0,0,0,0,0,0,0,0,0,0
201047425,200840000,0,8748291,0.0,0.0,0.1182251,0.0,0.0,0.0,5.121131,0.0,0.31201172,0.0,0,0,0,0,0,0,0,0,0,0,0
202045606,201838000,0,8748291,0.0,0.0,0.03262329,0.0,0.0,0.0,0.23430346,0.0,0.30615234,0.0,0,0,0,0,0,0,0,0,0,0,0
203047211,202840000,0,8748291,0.0,0.0,0.03363037,0.0,0.0,0.0,1.3234152,0.0,0.31030273,0.0,0,0,0,0,0,0,0,0,0,0,0
204045962,203838000,0,8748291,0.0,0.0,0.06945801,0.0,0.0,0.0,2.5008526,0.0,0.29516602,0.0,0,0,0,0,0,0,0,0,0,0,0
205047159,204839000,0,8748291,0.0,0.0,0.087890625,0.0,0.0,0.0,3.9324381,0.0,0.31201172,0.0,0,0,0,0,0,0,0,0,0,0,0
206045900,205838000,0,8748291,0.0,0.0,-0.0024738312,0.0,0.0,0.0,5.2882204,0.0,0.30859375,0.0,0,0,0,0,0,0,0,0,0,0,0
207054705,206847000,0,8748291,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
207554075,0,0,8748291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8944445e-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
248244666,248039000,0,8748291,0.0,0.0,-0.13671875,0.0,0.0,0.0,5.2555547,0.0,0.30541992,0.0,0,0,0,0,0,0,0,0,0,0,0
248442851,248237000,0,8748291,0.0,0.0,-0.025924683,0.0,0.0,0.0,5.0914326,0.0,0.2927246,0.0,0,0,0,0,0,0,0,0,0,0,0
249242583,249037000,0,8748291,0.0,0.0,0.026855469,0.0,0.0,0.0,4.699456,0.0,0.29125977,0.0,0,0,0,0,0,0,0,0,0,0,0
250242784,250037000,0,8748291,0.0,0.0,0.17126465,0.0,0.0,0.0,3.9875817,0.0,0.30126953,0.0,0,0,0,0,0,0,0,0,0,0,0
250942247,0,0,8748291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8944445e-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
255240688,255035000,0,8748291,0.0,0.0,0.32202148,0.0,0.0,0.0,3.5924044,0.0,0.33129883,0.0,0,0,0,0,0,0,0,0,0,0,0
255440059,255235000,0,8748291,0.0,0.0,0.2631836,0.0,0.0,0.0,3.635533,0.0,0.31860352,0.0,0,0,0,0,0,0,0,0,0,0,0
256241206,256036000,0,8748291,0.0,0.0,0.37524414,0.0,0.0,0.0,3.6311433,0.0,0.33276367,0.0,0,0,0,0,0,0,0,0,0,0,0
256841561,256636000,0,8748291,0.0,0.0,0.40551758,0.0,0.0,0.0,3.584807,0.0,0.34448242,0.0,0,0,0,0,0,0,0,0,0,0,0
258239886,258035000,0,8748291,0.0,0.0,0.4116211,0.0,0.0,0.0,3.956129,0.0,0.29614258,0.0,0,0,0,0,0,0,0,0,0,0,0
259046111,258841000,0,8748291,0.0,0.0,0.45654297,0.0,0.0,0.0,3.965512,0.0,0.30444336,0.0,0,0,0,0,0,0,0,0,0,0,0
260243222,260038000,0,8748291,0.0,0.0,0.44970703,0.0,0.0,0.0,3.8495436,0.0,0.31420898,0.0,0,0,0,0,0,0,0,0,0,0,0
261239547,261034000,0,8748291,0.0,0.0,0.35791016,0.0,0.0,0.0,3.6720715,0.0,0.3071289,0.0,0,0,0,0,0,0,0,0,0,0,0
262041725,261837000,0,8748291,0.0,0.0,0.4404297,0.0,0.0,0.0,3.6278045,0.0,0.2614746,0.0,0,0,0,0,0,0,0,0,0,0,0
263239329,263034000,0,8748291,0.0,0.0,0.35986328,0.0,0.0,0.0,3.5564015,0.0,0.3010254,0.0,0,0,0,0,0,0,0,0,0,0,0
264242184,264037000,0,8748291,0.0,0.0,0.17382812,0.0,0.0,0.0,3.3126698,0.0,0.30297852,0.0,0,0,0,0,0,0,0,0,0,0,0
265241471,265036000,0,8748291,0.0,0.0,0.2064209,0.0,0.0,0.0,3.1126447,0.0,0.29248047,0.0,0,0,0,0,0,0,0,0,0,0,0
266239062,266034000,0,8748291,0.0,0.0,0.12243652,0.0,0.0,0.0,3.3041718,0.0,0.29467773,0.0,0,0,0,0,0,0,0,0,0,0,0
267241303,267036000,0,8748291,0.0,0.0,-0.0030326843,0.0,0.0,0.0,3.5275424,0.0,0.2998047,0.0,0,0,0,0,0,0,0,0,0,0,0
268242162,268037000,0,8748291,0.0,0.0,0.070739746,0.0,0.0,0.0,3.9121292,0.0,0.30200195,0.0,0,0,0,0,0,0,0,0,0,0,0
269243029,269038000,0,8748291,0.0,0.0,0.0914917,0.0,0.0,0.0,4.3450336,0.0,0.29760742,0.0,0,0,0,0,0,0,0,0,0,0,0
270241823,270037000,0,8748291,0.0,0.0,-0.07873535,0.0,0.0,0.0,4.9497013,0.0,0.31274414,0.0,0,0,0,0,0,0,0,0,0,0,0
271242668,271038000,0,8748291,0.0,0.0,-0.066833496,0.0,0.0,0.0,4.9591856,0.0,0.30419922,0.0,0,0,0,0,0,0,0,0,0,0,0
272242247,272037000,0,8748291,0.0,0.0,-0.027618408,0.0,0.0,0.0,4.7160263,0.0,0.3010254,0.0,0,0,0,0,0,0,0,0,0,0,0
273242634,273038000,0,8748291,0.0,0.0,-0.07299805,0.0,0.0,0.0,4.6757774,0.0,0.3017578,0.0,0,0,0,0,0,0,0,0,0,0,0
274242390,274038000,0,8748291,0.0,0.0,-0.0076293945,0.0,0.0,0.0,4.5008445,0.0,0.30395508,0.0,0,0,0,0,0,0,0,0,0,0,0
275241765,275037000,0,8748291,0.0,0.0,-0.0006570816,0.0,0.0,0.0,4.4088535,0.0,0.29907227,0.0,0,0,0,0,0,0,0,0,0,0,0
276242250,276038000,0,8748291,0.0,0.0,0.009109497,0.0,0.0,0.0,4.3063574,0.0,0.2866211,0.0,0,0,0,0,0,0,0,0,0,0,0
277234844,277030000,0,8748291,0.0,0.0,0.011169434,0.0,0.0,0.0,4.5510993,0.0,0.30151367,0.0,0,0,0,0,0,0,0,0,0,0,0
